token,fullname,symbol,coingecko_id
KIN,Kin,KIN,kin
DNX,Dynex,DNX,dynex
JUNO,Juno,JUNO,juno-network
VNO,Veno Finance,VNO,veno-finance
PAID,PAID Network,PAID,paid-network
ALTLAYER,AltLayer,ALT,altlayer
TET,Tectum,TET,tectum
PICA,Picasso,PICA,picasso
WIF,dogwifhat,WIF,dogwifcoin
SCS,Solcasino Token,SCS,solcasino-token
MPLX,Metaplex,MPLX,metaplex
TOKAMAK,Tokamak Network,TON,tokamak-network
CNC,Conic Finance,CNC,conic-finance
RADWORKS,Radworks,RAD,radicle
MYRIA,Myria,MYRIA,myria
WE,WeBuy,WE,webuy
NTRN,Neutron,NTRN,neutron-3
BORG,SwissBorg,BORG,swissborg
EDGT,Edgecoin,EDGT,edgecoin-2
AEVO,Aevo,AEVO,aevo-exchange
KUJI,Kujira,KUJI,kujira
AGRS,Agoras: Currency of Tau,AGRS,agoras-currency-of-tau
INSP,Inspect,INSP,inspect
RSC,ResearchCoin,RSC,researchcoin
RON,Ronin,RON,ronin
DEXE,DeXe,DEXE,dexe
PUSH,Push Protocol,PUSH,ethereum-push-notification-service
SD,Stader,SD,stader
X2Y2,X2Y2,X2Y2,x2y2
WITCH,Witch Token,WITCH,witch-token
SHIA,Shiba Saga,SHIA,shiba-saga
APX,AstroPepeX,APX,astropepex
XOR,Sora,XOR,sora
ZTX,ZTX,ZTX,ztx
DCK,DexCheck,DCK,dexcheck
MANTA,Manta Network,MANTA,manta-network
GGG,Good Games Guild,GGG,good-games-guild
KEY,Selfkey,KEY,selfkey
GFT,Gifto,GFT,gifto
GYEN,GYEN,GYEN,gyen
COVAL,Circuits of Value,COVAL,circuits-of-value
MEASURABLE-DATA-TOKEN-MDT,Measurable Data Token,MDT,measurable-data-token
GFI,Goldfinch,GFI,goldfinch
SATS,SATS (Ordinals),SATS,sats-ordinals
UNFI,Unifi Protocol DAO,UNFI,unifi-protocol-dao
CRPT,Crypterium,CRPT,crypterium
YNE,yesnoerror,YNE,yne
LUMIA,Lumia,LUMIA,lumia
MCG,MetalCore,MCG,metalcore
FRIC,FRIC,FRIC,fric
GRIFFAIN,GRIFFAIN,GRIFFAIN,griffain
M3M3,M3M3,M3M3,m3m3
AEG,Aether Games,AEG,aether-games
DEXT,DexTools,DEXT,dextools
LIT,Litentry,LIT,litentry
VARA,Vara Network,VARA,vara-network
OGV,Origin DeFi Governance,OGV,origin-dollar-governance
STRD,Stride,STRD,stride
GAS,Gas,GAS,gas
CHESS,Tranchess,CHESS,tranchess
VITE,Vite,VITE,vite
JAM,Geojam,JAM,geojam
EIGENLAYER,Eigenlayer,EIGEN,eigenlayer
SILO,Silo Finance,SILO,silo-finance
NFTX,NFTX,NFTX,nftx
BORING,BoringDAO,BORING,boringdao
OHM,Olympus,OHM,olympus
AERO,Aerodrome,AERO,aerodrome-finance
CYBER,CyberConnect,CYBER,cyberconnect
TOMI,tomiNet,TOMI,tominet
CHEEL,Cheelee,CHEEL,cheelee
SALT,SALT,SALT,salt
ARKM,Arkham,ARKM,arkham
DCR,Decred,DCR,decred
XTZ,Tezos,XTZ,tezos
ZIL,Zilliqa,ZIL,zilliqa
NEXO,Nexo,NEXO,nexo
BSV,Bitcoin SV,BSV,bitcoin-cash-sv
FLOW,Flow,FLOW,flow
PAXG,PAX Gold,PAXG,pax-gold
KSM,Kusama,KSM,kusama
AR,Arweave,AR,arweave
COMP,Compound,COMP,compound-governance-token
CAKE,PancakeSwap,CAKE,pancakeswap-token
1INCH,1inch Network,1INCH,1inch
MINA,Mina,MINA,mina-protocol
CVX,Convex Finance,CVX,convex-finance
DGB,DigiByte,DGB,digibyte
ARDR,Ardor,ARDR,ardor
POWR,Powerledger,POWR,power-ledger
WAXP,WAX,WAXP,wax
CEEK,CEEK VR,CEEK,ceek
DAG,Constellation,DAG,constellation-labs
ANKR,Ankr,ANKR,ankr
CELR,Celer Network,CELR,celer-network
FX,Function X,FX,fx-coin
RSR,Reserve Rights,RSR,reserve-rights-token
MX,MX TOKEN,MX,mx-token
UOS,Ultra,UOS,ultra
KEEP,Keep Network,KEEP,keep-network
BOND,BarnBridge,BOND,barnbridge
AUDIO,Audius,AUDIO,audius
XYM,Symbol,XYM,symbol
JOE,JOE,JOE,joe
REP,Augur,REP,augur
STRAX,Stratis,STRAX,stratis
UQC,Uquid Coin,UQC,uquid-coin
STMX,StormX,STMX,storm
XYO,XYO,XYO,xyo-network
HXRO,Hxro,HXRO,hxro
ZEON,ZEON,ZEON,zeon
SAFE,Safe,SAFE,safe
BTCB,Bitcoin BEP2,BTCB,bitcoin-bep2
VLX,Velas,VLX,velas
OGN,Origin Protocol,OGN,origin-protocol
CTC,Creditcoin,CTC,creditcoin-2
CTSI,Cartesi,CTSI,cartesi
GAL,Galxe,GAL,project-galaxy
OSMO,Osmosis,OSMO,osmosis
VVS,VVS Finance,VVS,vvs-finance
BOBA,Boba Network,BOBA,boba-network
LUNA,Terra,LUNA,terra-luna-2
MLN,Enzyme,MLN,melon
DIVI,Divi,DIVI,divi
HEDG,HedgeTrade,HEDG,hedgetrade
VRA,Verasity,VRA,verasity
CTCN,CONTRACOIN,CTCN,contracoin
POLS,Polkastarter,POLS,polkastarter
TRIBE,Tribe,TRIBE,tribe-2
TLM,Alien Worlds,TLM,alien-worlds
MOVR,Moonriver,MOVR,moonriver
BETA,Beta Finance,BETA,beta-finance
DAR,Mines of Dalarnia,DAR,mines-of-dalarnia
H2O,H2O DAO,H2O,h2o-dao
PRE,Presearch,PRE,presearch
AGIX,SingularityNET,AGIX,singularitynet
BMX,BitMart Token,BMX,bitmart-token
CRE,Carry,CRE,carry
AMPL,Ampleforth,AMPL,ampleforth
KAI,KardiaChain,KAI,kardiachain
PHA,Phala Network,PHA,pha
FARM,Harvest Finance,FARM,harvest-finance
LINA,Linear Finance,LINA,linear
CLV,Clover Finance,CLV,clover-finance
ALPACA,Alpaca Finance,ALPACA,alpaca-finance
EFI,Efinity Token,EFI,efinity
STARL,Starlink,STARL,starlink
RBN,Ribbon Finance,RBN,ribbon-finance
SOS,OpenDAO,SOS,opendao
LEVER,LeverFi,LEVER,lever
WORLDCOIN,Worldcoin,WLD,worldcoin-wld
BLUR,Blur,BLUR,blur
RDNT,Radiant Capital,RDNT,radiant-capital
SUDO,Sudoswap,SUDO,sudoswap
PSI,TridentDAO,PSI,tridentdao
NFTFI,NFTfi,NFTFI,nftfi
